y_wake,U_norm,kx
-86.46,0.9978949894207945,0.08646107455687557
-86.45,0.9978949894207945,0.08646107455687557
-86.44,0.9978949894207945,0.08646107455687557
-86.43,0.9978949894207945,0.08646107455687557
-86.42,0.9978949894207945,0.08646107455687557
-86.41,0.9978949894207945,0.08646107455687557
-86.4,0.9978949894207945,0.08646107455687557
-86.39,0.9978949894207945,0.08646107455687557
-86.38,0.9978949894207945,0.08646107455687557
-86.37,0.9978949894207945,0.08646107455687557
-86.36,0.9978949894207945,0.08646107455687557
-86.35,0.9978949894207945,0.08646107455687557
-86.34,0.9978949894207945,0.08646107455687557
-86.33,0.9978949894207945,0.08646107455687557
-86.32,0.9978949894207945,0.08646107455687557
-86.31,0.9978949894207945,0.08646107455687557
-86.3,0.9978949894207945,0.08646107455687557
-86.29,0.9978949894207945,0.08646107455687557
-86.28,0.9978949894207945,0.08646107455687557
-86.27,0.9978949894207945,0.08646107455687557
-86.26,0.9978949894207945,0.08646107455687557
-86.25,0.9978949894207945,0.08646107455687557
-86.24,0.9978949894207945,0.08646107455687557
-86.23,0.9978949894207945,0.08646107455687557
-86.22,0.9978949894207945,0.08646107455687557
-86.21,0.9978949894207945,0.08646107455687557
-86.2,0.9978949894207945,0.08646107455687557
-86.19,0.9978949894207945,0.08646107455687557
-86.18,0.9978949894207945,0.08646107455687557
-86.17,0.9978949894207945,0.08646107455687557
-86.16,0.9978949894207945,0.08646107455687557
-86.15,0.9978949894207945,0.08646107455687557
-86.14,0.9978949894207945,0.08646107455687557
-86.13,0.9978949894207945,0.08646107455687557
-86.12,0.9978949894207945,0.08646107455687557
-86.11,0.9978949894207945,0.08646107455687557
-86.1,0.9978949894207945,0.08646107455687557
-86.09,0.9978949894207945,0.08646107455687557
-86.08,0.9978949894207945,0.08646107455687557
-86.07,0.9978949894207945,0.08646107455687557
-86.06,0.9978949894207945,0.08646107455687557
-86.05,0.9978949894207945,0.08646107455687557
-86.04,0.9978949894207945,0.08646107455687557
-86.03,0.9978949894207945,0.08646107455687557
-86.02,0.9978949894207945,0.08646107455687557
-86.01,0.9978949894207945,0.08646107455687557
-86.0,0.9978949894207945,0.08646107455687557
-85.99,0.9978949894207945,0.08646107455687557
-85.98,0.9978949894207945,0.08646107455687557
-85.97,0.9978949894207945,0.08646107455687557
-85.96,0.9978949894207945,0.08646107455687557
-85.95,0.9978949894207945,0.08646107455687557
-85.94,0.9978949894207945,0.08646107455687557
-85.93,0.9978949894207945,0.08646107455687557
-85.92,0.9978949894207945,0.08646107455687557
-85.91,0.9978949894207945,0.08646107455687557
-85.9,0.9978949894207945,0.08646107455687557
-85.89,0.9978949894207945,0.08646107455687557
-85.88,0.9978949894207945,0.08646107455687557
-85.87,0.9978949894207945,0.08646107455687557
-85.86,0.9978949894207945,0.08646107455687557
-85.85,0.9978949894207945,0.08646107455687557
-85.84,0.9978949894207945,0.08646107455687557
-85.83,0.9978949894207945,0.08646107455687557
-85.82,0.9978949894207945,0.08646107455687557
-85.81,0.9978949894207945,0.08646107455687557
-85.8,0.9978949894207945,0.08646107455687557
-85.79,0.9978949894207945,0.08646107455687557
-85.78,0.9978949894207945,0.08646107455687557
-85.77,0.9978949894207945,0.08646107455687557
-85.76,0.9978949894207945,0.08646107455687557
-85.75,0.9978949894207945,0.08646107455687557
-85.74,0.9978949894207945,0.08646107455687557
-85.73,0.9978949894207945,0.08646107455687557
-85.72,0.9978949894207945,0.08646107455687557
-85.71,0.9978949894207945,0.08646107455687557
-85.7,0.9978949894207945,0.08646107455687557
-85.69,0.9978949894207945,0.08646107455687557
-85.68,0.9978949894207945,0.08646107455687557
-85.67,0.9978949894207945,0.08646107455687557
-85.66,0.9978949894207945,0.08646107455687557
-85.65,0.9978949894207945,0.08646107455687557
-85.64,0.9978949894207945,0.08646107455687557
-85.63,0.9978949894207945,0.08646107455687557
-85.62,0.9978949894207945,0.08646107455687557
-85.61,0.9978949894207945,0.08646107455687557
-85.6,0.9978949894207945,0.08646107455687557
-85.59,0.9978949894207945,0.08646107455687557
-85.58,0.9978949894207945,0.08646107455687557
-85.57,0.9978949894207945,0.08646107455687557
-85.56,0.9978949894207945,0.08646107455687557
-85.55,0.9978949894207945,0.08646107455687557
-85.54,0.9978949894207945,0.08646107455687557
-85.53,0.9978949894207945,0.08646107455687557
-85.52,0.9978949894207945,0.08646107455687557
-85.51,0.9978949894207945,0.08646107455687557
-85.5,0.9978949894207945,0.08646107455687557
-85.49,0.9978949894207945,0.08646107455687557
-85.48,0.9978949894207945,0.08646107455687557
-85.47,0.9978949894207945,0.08646107455687557
-85.46,0.9978949894207945,0.08646107455687557
-85.45,0.9978949894207945,0.08646107455687557
-85.44,0.9978949894207945,0.08646107455687557
-85.43,0.9978949894207945,0.08646107455687557
-85.42,0.9978949894207945,0.08646107455687557
-85.41,0.9978949894207945,0.08646107455687557
-85.4,0.9978949894207945,0.08646107455687557
-85.39,0.9978949894207945,0.08646107455687557
-85.38,0.9978949894207945,0.08646107455687557
-85.37,0.9978949894207945,0.08646107455687557
-85.36,0.9978949894207945,0.08646107455687557
-85.35,0.9978949894207945,0.08646107455687557
-85.34,0.9978949894207945,0.08646107455687557
-85.33,0.9978949894207945,0.08646107455687557
-85.32,0.9978949894207945,0.08646107455687557
-85.31,0.9978949894207945,0.08646107455687557
-85.3,0.9978949894207945,0.08646107455687557
-85.29,0.9978949894207945,0.08646107455687557
-85.28,0.9978949894207945,0.08646107455687557
-85.27,0.9978949894207945,0.08646107455687557
-85.26,0.9978949894207945,0.08646107455687557
-85.25,0.9978949894207945,0.08646107455687557
-85.24,0.9978949894207945,0.08646107455687557
-85.23,0.9978949894207945,0.08646107455687557
-85.22,0.9978949894207945,0.08646107455687557
-85.21,0.9978949894207945,0.08646107455687557
-85.2,0.9978949894207945,0.08646107455687557
-85.19,0.9978949894207945,0.08646107455687557
-85.18,0.9978949894207945,0.08646107455687557
-85.17,0.9978949894207945,0.08646107455687557
-85.16,0.9978949894207945,0.08646107455687557
-85.15,0.9978949894207945,0.08646107455687557
-85.14,0.9978949894207945,0.08646107455687557
-85.13,0.9978949894207945,0.08646107455687557
-85.12,0.9978949894207945,0.08646107455687557
-85.11,0.9978949894207945,0.08646107455687557
-85.1,0.9978949894207945,0.08646107455687557
-85.09,0.9978949894207945,0.08646107455687557
