y_wake,U_norm,kx
-0.46,0.9973815781205181,0.000779228833837783
-0.45,0.9973815781205181,0.000779228833837783
-0.44,0.9973815781205181,0.000779228833837783
-0.43,0.9973815781205181,0.000779228833837783
-0.42,0.9973815781205181,0.000779228833837783
-0.41,0.9973815781205181,0.000779228833837783
-0.4,0.9973815781205181,0.000779228833837783
-0.39,0.9973815781205181,0.000779228833837783
-0.38,0.9973815781205181,0.000779228833837783
-0.37,0.9973815781205181,0.000779228833837783
-0.36,0.9973815781205181,0.000779228833837783
-0.35,0.9973815781205181,0.000779228833837783
-0.34,0.9973815781205181,0.000779228833837783
-0.33,0.9973815781205181,0.000779228833837783
-0.32,0.9973815781205181,0.000779228833837783
-0.31,0.9973815781205181,0.000779228833837783
-0.3,0.9973815781205181,0.000779228833837783
-0.29,0.9973815781205181,0.000779228833837783
-0.28,0.9973815781205181,0.000779228833837783
-0.27,0.9973815781205181,0.000779228833837783
-0.26,0.9973815781205181,0.000779228833837783
-0.25,0.9973815781205181,0.000779228833837783
-0.24,0.9973815781205181,0.000779228833837783
-0.23,0.9973815781205181,0.000779228833837783
-0.22,0.9973815781205181,0.000779228833837783
-0.21,0.9973815781205181,0.000779228833837783
-0.2,0.9973815781205181,0.000779228833837783
-0.19,0.9973815781205181,0.000779228833837783
-0.18,0.9973815781205181,0.000779228833837783
-0.17,0.9973815781205181,0.000779228833837783
-0.16,0.9973815781205181,0.000779228833837783
-0.15,0.9973815781205181,0.000779228833837783
-0.14,0.9973815781205181,0.000779228833837783
-0.13,0.9973815781205181,0.000779228833837783
-0.12,0.9973815781205181,0.000779228833837783
-0.11,0.9973815781205181,0.000779228833837783
-0.1,0.9973815781205181,0.000779228833837783
-0.09,0.9973815781205181,0.000779228833837783
-0.08,0.9973815781205181,0.000779228833837783
-0.07,0.9973815781205181,0.000779228833837783
-0.06,0.9973815781205181,0.000779228833837783
-0.05,0.9973815781205181,0.000779228833837783
-0.04,0.9973815781205181,0.000779228833837783
-0.03,0.9973815781205181,0.000779228833837783
-0.02,0.9973815781205181,0.000779228833837783
-0.01,0.9973815781205181,0.000779228833837783
0.0,0.9973815781205181,0.000779228833837783
0.01,0.9973815781205181,0.000779228833837783
0.02,0.9973815781205181,0.000779228833837783
0.03,0.9973815781205181,0.000779228833837783
0.04,0.9973815781205181,0.000779228833837783
0.05,0.9973815781205181,0.000779228833837783
0.06,0.9973815781205181,0.000779228833837783
0.07,0.9973815781205181,0.000779228833837783
0.08,0.9973815781205181,0.000779228833837783
0.09,0.9973815781205181,0.000779228833837783
0.1,0.9973815781205181,0.000779228833837783
0.11,0.9973815781205181,0.000779228833837783
0.12,0.9973815781205181,0.000779228833837783
0.13,0.9973815781205181,0.000779228833837783
0.14,0.9973815781205181,0.000779228833837783
0.15,0.9973815781205181,0.000779228833837783
0.16,0.9973815781205181,0.000779228833837783
0.17,0.9973815781205181,0.000779228833837783
0.18,0.9973815781205181,0.000779228833837783
0.19,0.9973815781205181,0.000779228833837783
0.2,0.9973815781205181,0.000779228833837783
0.21,0.9973815781205181,0.000779228833837783
0.22,0.9973815781205181,0.000779228833837783
0.23,0.9973815781205181,0.000779228833837783
0.24,0.9973815781205181,0.000779228833837783
0.25,0.9973815781205181,0.000779228833837783
0.26,0.9973815781205181,0.000779228833837783
0.27,0.9973815781205181,0.000779228833837783
0.28,0.9973815781205181,0.000779228833837783
0.29,0.9973815781205181,0.000779228833837783
0.3,0.9973815781205181,0.000779228833837783
0.31,0.9973815781205181,0.000779228833837783
0.32,0.9973815781205181,0.000779228833837783
0.33,0.9973815781205181,0.000779228833837783
0.34,0.9973815781205181,0.000779228833837783
0.35,0.9973815781205181,0.000779228833837783
0.36,0.9973815781205181,0.000779228833837783
0.37,0.9973815781205181,0.000779228833837783
0.38,0.9973815781205181,0.000779228833837783
0.39,0.9973815781205181,0.000779228833837783
0.4,0.9973815781205181,0.000779228833837783
0.41,0.9973815781205181,0.000779228833837783
0.42,0.9973815781205181,0.000779228833837783
0.43,0.9973815781205181,0.000779228833837783
0.44,0.9973815781205181,0.000779228833837783
0.45,0.9973815781205181,0.000779228833837783
0.46,0.9973815781205181,0.000779228833837783
0.47,0.9973815781205181,0.000779228833837783
0.48,0.9973815781205181,0.000779228833837783
0.49,0.9973815781205181,0.000779228833837783
