y_wake,U_norm
-10.63,0.9845068531458911
-10.62,0.9845068531458911
-10.61,0.9845068531458911
-10.6,0.9845068531458911
-10.59,0.9845068531458911
-10.58,0.9845068531458911
-10.57,0.9845068531458911
-10.56,0.9845068531458911
-10.55,0.9845068531458911
-10.54,0.9845068531458911
-10.53,0.9845068531458911
-10.52,0.9845068531458911
-10.51,0.9845068531458911
-10.5,0.9845068531458911
-10.49,0.9845068531458911
-10.48,0.9845068531458911
-10.47,0.9845068531458911
-10.46,0.9845068531458911
-10.45,0.9845068531458911
-10.44,0.9845068531458911
-10.43,0.9845068531458911
-10.42,0.9845068531458911
-10.41,0.9845068531458911
-10.4,0.9845068531458911
-10.39,0.9845068531458911
-10.38,0.9845068531458911
-10.37,0.9845068531458911
-10.36,0.9845068531458911
-10.35,0.9845068531458911
-10.34,0.9845068531458911
-10.33,0.9845068531458911
-10.32,0.9845068531458911
-10.31,0.9845068531458911
-10.3,0.9845068531458911
-10.29,0.9845068531458911
-10.28,0.9845068531458911
-10.27,0.9845068531458911
-10.26,0.9845068531458911
-10.25,0.9845068531458911
-10.24,0.9845068531458911
-10.23,0.9845068531458911
-10.22,0.9845068531458911
-10.21,0.9845068531458911
-10.2,0.9845068531458911
-10.19,0.9845068531458911
-10.18,0.9845068531458911
-10.17,0.9845068531458911
-10.16,0.9845068531458911
-10.15,0.9845068531458911
-10.14,0.9845068531458911
-10.13,0.9845068531458911
-10.12,0.9845068531458911
-10.11,0.9845068531458911
-10.1,0.9845068531458911
-10.09,0.9845068531458911
-10.08,0.9845068531458911
-10.07,0.9845068531458911
-10.06,0.9845068531458911
-10.05,0.9845068531458911
-10.04,0.9845068531458911
-10.03,0.9845068531458911
-10.02,0.9845068531458911
-10.01,0.9845068531458911
-10.0,0.9845068531458911
-9.99,0.9845068531458911
-9.98,0.9845068531458911
-9.97,0.9845068531458911
-9.96,0.9845068531458911
-9.95,0.9845068531458911
-9.94,0.9845068531458911
-9.93,0.9845068531458911
-9.92,0.9845068531458911
-9.91,0.9845068531458911
-9.9,0.9845068531458911
-9.89,0.9845068531458911
-9.88,0.9845068531458911
-9.87,0.9845068531458911
-9.86,0.9845068531458911
-9.85,0.9845068531458911
-9.84,0.9845068531458911
-9.83,0.9845068531458911
-9.82,0.9845068531458911
-9.81,0.9845068531458911
-9.8,0.9845068531458911
-9.79,0.9845068531458911
-9.78,0.9845068531458911
-9.77,0.9845068531458911
-9.76,0.9845068531458911
-9.75,0.9845068531458911
-9.74,0.9845068531458911
-9.73,0.9845068531458911
-9.72,0.9845068531458911
-9.71,0.9845068531458911
-9.7,0.9845068531458911
-9.69,0.9845068531458911
-9.68,0.9845068531458911
-9.67,0.9845068531458911
-9.66,0.9845068531458911
-9.65,0.9845068531458911
-9.64,0.9845068531458911
-9.63,0.9845068531458911
-9.62,0.9845068531458911
-9.61,0.9845068531458911
-9.6,0.9845068531458911
-9.59,0.9845068531458911
-9.58,0.9845068531458911
-9.57,0.9845068531458911
-9.56,0.9845068531458911
-9.55,0.9845068531458911
-9.54,0.9845068531458911
-9.53,0.9845068531458911
-9.52,0.9845068531458911
-9.51,0.9845068531458911
-9.5,0.9845068531458911
-9.49,0.9845068531458911
-9.48,0.9845068531458911
-9.47,0.9845068531458911
-9.46,0.9845068531458911
-9.45,0.9845068531458911
-9.44,0.9845068531458911
-9.43,0.9845068531458911
-9.42,0.9845068531458911
-9.41,0.9845068531458911
-9.4,0.9845068531458911
-9.39,0.9845068531458911
-9.38,0.9845068531458911
-9.37,0.9845068531458911
-9.36,0.9845068531458911
-9.35,0.9845068531458911
-9.34,0.9845068531458911
-9.33,0.9845068531458911
-9.32,0.9845068531458911
-9.31,0.9845068531458911
-9.3,0.9845068531458911
-9.29,0.9845068531458911
-9.28,0.9845068531458911
-9.27,0.9845068531458911
-9.26,0.9845068531458911
-9.25,0.9845068531458911
-9.24,0.9845068531458911
-9.23,0.9845068531458911
-9.22,0.9845068531458911
-9.21,0.9845068531458911
-9.2,0.9845068531458911
-9.19,0.9845068531458911
-9.18,0.9845068531458911
-9.17,0.9845068531458911
-9.16,0.9845068531458911
-9.15,0.9845068531458911
-9.14,0.9845068531458911
-9.13,0.9845068531458911
-9.12,0.9845068531458911
-9.11,0.9845068531458911
-9.1,0.9845068531458911
-9.09,0.9845068531458911
-9.08,0.9845068531458911
-9.07,0.9845068531458911
-9.06,0.9845068531458911
-9.05,0.9845068531458911
-9.04,0.9845068531458911
-9.03,0.9845068531458911
-9.02,0.9845068531458911
-9.01,0.9845068531458911
-9.0,0.9845068531458911
-8.99,0.9845068531458911
-8.98,0.9845068531458911
-8.97,0.9845068531458911
-8.96,0.9845068531458911
-8.95,0.9845068531458911
-8.94,0.9845068531458911
-8.93,0.9845068531458911
-8.92,0.9845068531458911
-8.91,0.9845068531458911
-8.9,0.9845068531458911
-8.89,0.9845068531458911
-8.88,0.9845068531458911
-8.87,0.9845068531458911
-8.86,0.9845068531458911
-8.85,0.9845068531458911
-8.84,0.9845068531458911
-8.83,0.9845068531458911
-8.82,0.9845068531458911
-8.81,0.9845068531458911
-8.8,0.9845068531458911
-8.79,0.9845068531458911
-8.78,0.9845068531458911
-8.77,0.9845068531458911
-8.76,0.9845068531458911
-8.75,0.9845068531458911
-8.74,0.9845068531458911
-8.73,0.9845068531458911
-8.72,0.9845068531458911
-8.71,0.9845068531458911
-8.7,0.9845068531458911
-8.69,0.9845068531458911
-8.68,0.9845068531458911
-8.67,0.9845068531458911
-8.66,0.9845068531458911
-8.65,0.9845068531458911
-8.64,0.9845068531458911
-8.63,0.9845068531458911
-8.62,0.9845068531458911
-8.61,0.9845068531458911
-8.6,0.9845068531458911
-8.59,0.9845068531458911
-8.58,0.9845068531458911
-8.57,0.9845068531458911
-8.56,0.9845068531458911
-8.55,0.9845068531458911
-8.54,0.9845068531458911
-8.53,0.9845068531458911
-8.52,0.9845068531458911
-8.51,0.9845068531458911
-8.5,0.9845068531458911
-8.49,0.9845068531458911
-8.48,0.9845068531458911
-8.47,0.9845068531458911
-8.46,0.9845068531458911
-8.45,0.9845068531458911
-8.44,0.9845068531458911
-8.43,0.9845068531458911
-8.42,0.9845068531458911
-8.41,0.9845068531458911
-8.4,0.9845068531458911
-8.39,0.9845068531458911
-8.38,0.9845068531458911
-8.37,0.9845068531458911
-8.36,0.9845068531458911
-8.35,0.9845068531458911
-8.34,0.9845068531458911
-8.33,0.9845068531458911
-8.32,0.9845068531458911
-8.31,0.9845068531458911
-8.3,0.9845068531458911
-8.29,0.9845068531458911
-8.28,0.9845068531458911
-8.27,0.9845068531458911
-8.26,0.9845068531458911
-8.25,0.9845068531458911
-8.24,0.9845068531458911
-8.23,0.9845068531458911
-8.22,0.9845068531458911
-8.21,0.9845068531458911
-8.2,0.9845068531458911
-8.19,0.9845068531458911
-8.18,0.9845068531458911
-8.17,0.9845068531458911
-8.16,0.9845068531458911
-8.15,0.9845068531458911
-8.14,0.9845068531458911
-8.13,0.9845068531458911
-8.12,0.9845068531458911
-8.11,0.9845068531458911
-8.1,0.9845068531458911
-8.09,0.9845068531458911
-8.08,0.9845068531458911
-8.07,0.9845068531458911
-8.06,0.9845068531458911
-8.05,0.9845068531458911
-8.04,0.9845068531458911
-8.03,0.9845068531458911
-8.02,0.9845068531458911
-8.01,0.9845068531458911
-8.0,0.9845068531458911
-7.99,0.9845068531458911
-7.98,0.9845068531458911
-7.97,0.9845068531458911
-7.96,0.9845068531458911
-7.95,0.9845068531458911
-7.94,0.9845068531458911
-7.93,0.9845068531458911
-7.92,0.9845068531458911
-7.91,0.9845068531458911
-7.9,0.9845068531458911
-7.89,0.9845068531458911
-7.88,0.9845068531458911
-7.87,0.9845068531458911
-7.86,0.9845068531458911
-7.85,0.9845068531458911
-7.84,0.9845068531458911
-7.83,0.9845068531458911
-7.82,0.9845068531458911
-7.81,0.9845068531458911
-7.8,0.9845068531458911
-7.79,0.9845068531458911
-7.78,0.9845068531458911
-7.77,0.9845068531458911
-7.76,0.9845068531458911
-7.75,0.9845068531458911
-7.74,0.9845068531458911
-7.73,0.9845068531458911
-7.72,0.9845068531458911
-7.71,0.9845068531458911
-7.7,0.9845068531458911
-7.69,0.9845068531458911
-7.68,0.9845068531458911
-7.67,0.9845068531458911
-7.66,0.9845068531458911
-7.65,0.9845068531458911
-7.64,0.9845068531458911
-7.63,0.9845068531458911
-7.62,0.9845068531458911
-7.61,0.9845068531458911
-7.6,0.9845068531458911
-7.59,0.9845068531458911
-7.58,0.9845068531458911
-7.57,0.9845068531458911
-7.56,0.9845068531458911
-7.55,0.9845068531458911
-7.54,0.9845068531458911
-7.53,0.9845068531458911
-7.52,0.9845068531458911
-7.51,0.9845068531458911
-7.5,0.9845068531458911
-7.49,0.9845068531458911
-7.48,0.9845068531458911
-7.47,0.9845068531458911
-7.46,0.9845068531458911
-7.45,0.9845068531458911
-7.44,0.9845068531458911
-7.43,0.9845068531458911
-7.42,0.9845068531458911
-7.41,0.9845068531458911
-7.4,0.9845068531458911
-7.39,0.9845068531458911
-7.38,0.9845068531458911
-7.37,0.9845068531458911
-7.36,0.9845068531458911
-7.35,0.9845068531458911
-7.34,0.9845068531458911
-7.33,0.9845068531458911
-7.32,0.9845068531458911
-7.31,0.9845068531458911
-7.3,0.9845068531458911
-7.29,0.9845068531458911
-7.28,0.9845068531458911
-7.27,0.9845068531458911
-7.26,0.9845068531458911
-7.25,0.9845068531458911
-7.24,0.9845068531458911
-7.23,0.9845068531458911
-7.22,0.9845068531458911
-7.21,0.9845068531458911
-7.2,0.9845068531458911
-7.19,0.9845068531458911
-7.18,0.9845068531458911
-7.17,0.9845068531458911
-7.16,0.9845068531458911
-7.15,0.9845068531458911
-7.14,0.9845068531458911
-7.13,0.9845068531458911
-7.12,0.9845068531458911
-7.11,0.9845068531458911
-7.1,0.9845068531458911
-7.09,0.9845068531458911
-7.08,0.9845068531458911
-7.07,0.9845068531458911
-7.06,0.9845068531458911
-7.05,0.9845068531458911
-7.04,0.9845068531458911
-7.03,0.9845068531458911
-7.02,0.9845068531458911
-7.01,0.9845068531458911
-7.0,0.9845068531458911
-6.99,0.9845068531458911
-6.98,0.9845068531458911
-6.97,0.9845068531458911
-6.96,0.9845068531458911
-6.95,0.9845068531458911
-6.94,0.9845068531458911
-6.93,0.9845068531458911
-6.92,0.9845068531458911
-6.91,0.9845068531458911
-6.9,0.9845068531458911
-6.89,0.9845068531458911
-6.88,0.9845068531458911
-6.87,0.9845068531458911
-6.86,0.9845068531458911
-6.85,0.9845068531458911
-6.84,0.9845068531458911
-6.83,0.9845068531458911
-6.82,0.9845068531458911
-6.81,0.9845068531458911
-6.8,0.9845068531458911
-6.79,0.9845068531458911
-6.78,0.9845068531458911
-6.77,0.9845068531458911
-6.76,0.9845068531458911
-6.75,0.9845068531458911
-6.74,0.9845068531458911
-6.73,0.9845068531458911
-6.72,0.9845068531458911
-6.71,0.9845068531458911
-6.7,0.9845068531458911
-6.69,0.9845068531458911
-6.68,0.9845068531458911
-6.67,0.9845068531458911
-6.66,0.9845068531458911
-6.65,0.9845068531458911
-6.64,0.9845068531458911
-6.63,0.9845068531458911
-6.62,0.9845068531458911
-6.61,0.9845068531458911
-6.6,0.9845068531458911
-6.59,0.9845068531458911
-6.58,0.9845068531458911
-6.57,0.9845068531458911
-6.56,0.9845068531458911
-6.55,0.9845068531458911
-6.54,0.9845068531458911
-6.53,0.9845068531458911
-6.52,0.9845068531458911
-6.51,0.9845068531458911
-6.5,0.9845068531458911
-6.49,0.9845068531458911
-6.48,0.9845068531458911
-6.47,0.9845068531458911
-6.46,0.9845068531458911
-6.45,0.9845068531458911
-6.44,0.9845068531458911
-6.43,0.9845068531458911
-6.42,0.9845068531458911
-6.41,0.9845068531458911
-6.4,0.9845068531458911
-6.39,0.9845068531458911
-6.38,0.9845068531458911
-6.37,0.9845068531458911
-6.36,0.9845068531458911
-6.35,0.9845068531458911
-6.34,0.9845068531458911
-6.33,0.9845068531458911
-6.32,0.9845068531458911
-6.31,0.9845068531458911
-6.3,0.9845068531458911
-6.29,0.9845068531458911
-6.28,0.9845068531458911
-6.27,0.9845068531458911
-6.26,0.9845068531458911
-6.25,0.9845068531458911
-6.24,0.9845068531458911
-6.23,0.9845068531458911
-6.22,0.9845068531458911
-6.21,0.9845068531458911
-6.2,0.9845068531458911
-6.19,0.9845068531458911
-6.18,0.9845068531458911
-6.17,0.9845068531458911
-6.16,0.9845068531458911
-6.15,0.9845068531458911
-6.14,0.9845068531458911
-6.13,0.9845068531458911
-6.12,0.9845068531458911
-6.11,0.9845068531458911
-6.1,0.9845068531458911
-6.09,0.9845068531458911
-6.08,0.9845068531458911
-6.07,0.9845068531458911
-6.06,0.9845068531458911
-6.05,0.9845068531458911
-6.04,0.9845068531458911
-6.03,0.9845068531458911
-6.02,0.9845068531458911
-6.01,0.9845068531458911
-6.0,0.9845068531458911
-5.99,0.9845068531458911
-5.98,0.9845068531458911
