y_fine,U_scaled
-7.91347624061279,0.9993168049768888
-7.894391636904297,0.9993141283344862
-7.875307033195803,0.999311444042595
-7.85622242948731,0.9993087520925517
-7.837137825778816,0.9993060524757411
-7.818053222070323,0.9993033451835969
-7.79896861836183,0.9993006302076021
-7.779884014653336,0.9992979075392892
-7.760799410944843,0.9992951771702403
-7.74171480723635,0.9992924390920873
-7.722630203527856,0.9992896932965127
-7.703545599819363,0.999286939775249
-7.684460996110869,0.9992841785200792
-7.665376392402376,0.9992814095228377
-7.646291788693883,0.9992786327754095
-7.627207184985389,0.9992758482697314
-7.608122581276896,0.9992730559977915
-7.5890379775684025,0.9992702559516298
-7.569953373859908,0.9992674481233385
-7.550868770151416,0.9992646325050618
-7.531784166442922,0.9992618090889968
-7.512699562734428,0.9992589778673933
-7.493614959025936,0.9992561388325539
-7.474530355317442,0.9992532919768348
-7.4554457516089485,0.9992504372926451
-7.436361147900454,0.9992475747724484
-7.417276544191961,0.9992447044087618
-7.398191940483469,0.9992418261941565
-7.379107336774974,0.999238940121258
-7.360022733066481,0.9992360461827474
-7.340938129357989,0.9992331443713592
-7.3218535256494945,0.9992302346798845
-7.302768921941001,0.9992273171011684
-7.283684318232508,0.9992243916281126
-7.264599714524014,0.9992214582536741
-7.245515110815521,0.999218516970866
-7.226430507107027,0.9992155677727576
-7.207345903398534,0.9992126106524747
-7.1882612996900415,0.9992096456032001
-7.169176695981547,0.9992066726181731
-7.150092092273054,0.9992036916906903
-7.13100748856456,0.9992007028141057
-7.111922884856067,0.9991977059818309
-7.092838281147574,0.9991947011873356
-7.07375367743908,0.999191688424147
-7.054669073730587,0.9991886676858508
-7.035584470022094,0.9991856389660914
-7.0164998663136,0.9991826022585716
-6.997415262605107,0.9991795575570533
-6.9783306588966125,0.9991765048553578
-6.95924605518812,0.9991734441473652
-6.940161451479627,0.9991703754270154
-6.921076847771133,0.9991672986883081
-6.901992244062639,0.9991642139253034
-6.882907640354147,0.9991611211321212
-6.863823036645653,0.9991580203029418
-6.8447384329371594,0.9991549114320062
-6.825653829228665,0.9991517945136167
-6.806569225520173,0.999148669542136
-6.7874846218116796,0.9991455365119887
-6.768400018103185,0.9991423954176604
-6.749315414394692,0.9991392462536988
-6.730230810686198,0.9991360890147132
-6.7111462069777055,0.9991329236953753
-6.692061603269212,0.9991297502904191
-6.672976999560718,0.9991265687946408
-6.653892395852226,0.9991233792029
-6.634807792143732,0.9991201815101185
-6.615723188435238,0.9991169757112817
-6.596638584726745,0.9991137618014383
-6.577553981018252,0.9991105397757005
-6.558469377309758,0.9991073096292444
-6.539384773601265,0.9991040713573097
-6.520300169892771,0.9991008249552008
-6.501215566184278,0.9990975704182861
-6.482130962475785,0.9990943077419983
-6.463046358767291,0.9990910369218353
-6.4439617550587975,0.9990877579533601
-6.424877151350304,0.9990844708322003
-6.405792547641811,0.9990811755540492
-6.386707943933318,0.9990778721146653
-6.3676233402248235,0.9990745605098732
-6.348538736516331,0.9990712407355634
-6.329454132807837,0.9990679127876921
-6.310369529099344,0.9990645766622823
-6.291284925390851,0.9990612323554229
-6.272200321682358,0.9990578798632702
-6.253115717973864,0.9990545191820466
-6.23403111426537,0.9990511503080421
-6.214946510556876,0.9990477732376137
-6.195861906848384,0.9990443879671856
-6.1767773031398905,0.9990409944932501
-6.157692699431396,0.9990375928123669
-6.138608095722904,0.9990341829211637
-6.11952349201441,0.9990307648163362
-6.100438888305916,0.9990273384946489
-6.081354284597423,0.9990239039529343
-6.062269680888929,0.9990204611880935
-6.0431850771804365,0.9990170101970971
-6.024100473471942,0.999013550976984
-6.005015869763449,0.9990100835248624
-5.985931266054957,0.9990066078379105
-5.966846662346462,0.999003123913375
-5.947762058637969,0.9989996317485732
-5.928677454929475,0.9989961313408917
-5.909592851220982,0.9989926226877875
-5.890508247512489,0.9989891057867875
-5.871423643803996,0.9989855806354893
-5.852339040095502,0.9989820472315605
-5.833254436387009,0.9989785055727399
-5.814169832678515,0.9989749556568371
-5.795085228970022,0.9989713974817327
-5.776000625261529,0.998967831045378
-5.756916021553035,0.9989642563457963
-5.737831417844542,0.9989606733810821
-5.718746814136048,0.9989570821494013
-5.6996622104275545,0.9989534826489921
-5.680577606719062,0.9989498748781644
-5.661493003010568,0.9989462588353003
-5.642408399302075,0.9989426345188539
-5.62332379559358,0.9989390019273522
-5.604239191885088,0.9989353610593943
-5.585154588176595,0.998931711913652
-5.566069984468101,0.9989280544888706
-5.546985380759607,0.9989243887838677
-5.527900777051115,0.9989207147975343
-5.508816173342621,0.9989170325288349
-5.489731569634127,0.998913341976807
-5.470646965925635,0.9989096431405621
-5.451562362217141,0.9989059360192849
-5.4324777585086474,0.9989022206122348
-5.413393154800153,0.9988984969187445
-5.39430855109166,0.9988947649382208
-5.3752239473831676,0.9988910246701452
-5.356139343674673,0.9988872761140735
-5.33705473996618,0.9988835192696357
-5.317970136257686,0.9988797541365366
-5.2988855325491935,0.9988759807145561
-5.2798009288407,0.9988721990035486
-5.260716325132207,0.9988684090034438
-5.241631721423713,0.9988646107142465
-5.222547117715219,0.9988608041360367
-5.203462514006726,0.9988569892689702
-5.184377910298233,0.9988531661132777
-5.16529330658974,0.9988493346692662
-5.146208702881246,0.998845494937318
-5.127124099172752,0.9988416469178917
-5.10803949546426,0.9988377906115217
-5.088954891755765,0.9988339260188186
-5.069870288047272,0.998830053140469
-5.050785684338779,0.998826171977236
-5.0317010806302855,0.9988222825299597
-5.012616476921792,0.998818384799556
-4.993531873213299,0.9988144787870178
-4.974447269504805,0.998810564493415
-4.955362665796312,0.998806641919894
-4.936278062087819,0.9988027110676786
-4.917193458379325,0.9987987719380692
-4.898108854670832,0.9987948245324443
-4.879024250962338,0.9987908688522588
-4.859939647253845,0.9987869048990452
-4.840855043545352,0.9987829326744142
-4.8217704398368575,0.9987789521800533
