y_wake,U_norm,kx_w
-36.58,0.9908560579714075,0.09145469758658348
-36.57,0.9908560579714075,0.09145469758658348
-36.56,0.9908560579714075,0.09145469758658348
-36.55,0.9908560579714075,0.09145469758658348
-36.54,0.9908560579714075,0.09145469758658348
-36.53,0.9908560579714075,0.09145469758658348
-36.52,0.9908560579714075,0.09145469758658348
-36.51,0.9908560579714075,0.09145469758658348
-36.5,0.9908560579714075,0.09145469758658348
-36.49,0.9908560579714075,0.09145469758658348
-36.48,0.9908560579714075,0.09145469758658348
-36.47,0.9908560579714075,0.09145469758658348
-36.46,0.9908560579714075,0.09145469758658348
-36.45,0.9908560579714075,0.09145469758658348
-36.44,0.9908560579714075,0.09145469758658348
-36.43,0.9908560579714075,0.09145469758658348
-36.42,0.9908560579714075,0.09145469758658348
-36.41,0.9908560579714075,0.09145469758658348
-36.4,0.9908560579714075,0.09145469758658348
-36.39,0.9908560579714075,0.09145469758658348
-36.38,0.9908560579714075,0.09145469758658348
-36.37,0.9908560579714075,0.09145469758658348
-36.36,0.9908560579714075,0.09145469758658348
-36.35,0.9908560579714075,0.09145469758658348
-36.34,0.9908560579714075,0.09145469758658348
-36.33,0.9908560579714075,0.09145469758658348
-36.32,0.9908560579714075,0.09145469758658348
-36.31,0.9908560579714075,0.09145469758658348
-36.3,0.9908560579714075,0.09145469758658348
-36.29,0.9908560579714075,0.09145469758658348
-36.28,0.9908560579714075,0.09145469758658348
-36.27,0.9908560579714075,0.09145469758658348
-36.26,0.9908560579714075,0.09145469758658348
-36.25,0.9908560579714075,0.09145469758658348
-36.24,0.9908560579714075,0.09145469758658348
-36.23,0.9908560579714075,0.09145469758658348
-36.22,0.9908560579714075,0.09145469758658348
-36.21,0.9908560579714075,0.09145469758658348
-36.2,0.9908560579714075,0.09145469758658348
-36.19,0.9908560579714075,0.09145469758658348
-36.18,0.9908560579714075,0.09145469758658348
-36.17,0.9908560579714075,0.09145469758658348
-36.16,0.9908560579714075,0.09145469758658348
-36.15,0.9908560579714075,0.09145469758658348
-36.14,0.9908560579714075,0.09145469758658348
-36.13,0.9908560579714075,0.09145469758658348
-36.12,0.9908560579714075,0.09145469758658348
-36.11,0.9908560579714075,0.09145469758658348
-36.1,0.9908560579714075,0.09145469758658348
-36.09,0.9908560579714075,0.09145469758658348
-36.08,0.9908560579714075,0.09145469758658348
-36.07,0.9908560579714075,0.09145469758658348
-36.06,0.9908560579714075,0.09145469758658348
-36.05,0.9908560579714075,0.09145469758658348
-36.04,0.9908560579714075,0.09145469758658348
-36.03,0.9908560579714075,0.09145469758658348
-36.02,0.9908560579714075,0.09145469758658348
-36.01,0.9908560579714075,0.09145469758658348
-36.0,0.9908560579714075,0.09145469758658348
-35.99,0.9908560579714075,0.09145469758658348
-35.98,0.9908560579714075,0.09145469758658348
-35.97,0.9908560579714075,0.09145469758658348
-35.96,0.9908560579714075,0.09145469758658348
-35.95,0.9908560579714075,0.09145469758658348
-35.94,0.9908560579714075,0.09145469758658348
-35.93,0.9908560579714075,0.09145469758658348
-35.92,0.9908560579714075,0.09145469758658348
-35.91,0.9908560579714075,0.09145469758658348
-35.9,0.9908560579714075,0.09145469758658348
-35.89,0.9908560579714075,0.09145469758658348
-35.88,0.9908560579714075,0.09145469758658348
-35.87,0.9908560579714075,0.09145469758658348
-35.86,0.9908560579714075,0.09145469758658348
-35.85,0.9908560579714075,0.09145469758658348
-35.84,0.9908560579714075,0.09145469758658348
-35.83,0.9908560579714075,0.09145469758658348
-35.82,0.9908560579714075,0.09145469758658348
-35.81,0.9908560579714075,0.09145469758658348
-35.8,0.9908560579714075,0.09145469758658348
