y_fine,U_scaled
-40.0,0.9999983867901745
-39.989999499975,0.9999983807921905
-39.97999899995,0.9999983747730359
-39.969998499925,0.9999983687326401
-39.9599979999,0.9999983626709328
-39.949997499874996,0.999998356587843
-39.93999699984999,0.9999983504832993
-39.929996499824995,0.9999983443572309
-39.91999599979999,0.9999983382095661
-39.90999549977499,0.9999983320402331
-39.899994999749985,0.9999983258491604
-39.889994499724985,0.9999983196362754
-39.879993999699984,0.9999983134015057
-39.86999349967498,0.999998307144779
-39.85999299964998,0.999998300866022
-39.84999249962498,0.9999982945651622
-39.83999199959998,0.9999982882421261
-39.82999149957498,0.99999828189684
-39.81999099954998,0.9999982755292304
-39.80999049952497,0.9999982691392232
-39.79998999949998,0.9999982627267442
-39.78998949947497,0.999998256291719
-39.77998899944998,0.9999982498340733
-39.76998849942497,0.9999982433537313
-39.75998799939997,0.9999982368506191
-39.74998749937497,0.9999982303246604
-39.739986999349966,0.99999822377578
-39.729986499324966,0.9999982172039019
-39.719985999299965,0.9999982106089503
-39.709985499274964,0.9999982039908488
-39.69998499924996,0.9999981973495211
-39.68998449922496,0.99999819068489
-39.679983999199955,0.999998183996879
-39.66998349917496,0.9999981772854105
-39.65998299914995,0.9999981705504075
-39.64998249912496,0.9999981637917916
-39.63998199909995,0.9999981570094851
-39.62998149907495,0.9999981502034105
-39.61998099904995,0.9999981433734887
-39.60998049902495,0.9999981365196412
-39.59997999899995,0.999998129641789
-39.58997949897495,0.9999981227398531
-39.57997899894995,0.9999981158137541
-39.56997849892495,0.9999981088634123
-39.559977998899946,0.9999981018887479
-39.549977498874945,0.9999980948896808
-39.539976998849944,0.9999980878661305
-39.52997649882494,0.9999980808180167
-39.51997599879994,0.9999980737452582
-39.509975498774935,0.999998066647774
-39.499974998749934,0.9999980595254828
-39.48997449872493,0.9999980523783031
-39.47997399869993,0.9999980452061525
-39.46997349867493,0.9999980380089497
-39.45997299864993,0.9999980307866116
-39.44997249862493,0.9999980235390563
-39.43997199859993,0.9999980162662006
-39.42997149857493,0.9999980089679611
-39.41997099854993,0.9999980016442549
-39.40997049852493,0.999997994294998
-39.39996999849993,0.9999979869201068
-39.389969498474926,0.9999979795194972
-39.379968998449925,0.9999979720930847
-39.369968498424925,0.9999979646407845
-39.359967998399924,0.9999979571625118
-39.349967498374916,0.9999979496581815
-39.33996699834992,0.9999979421277081
-39.329966498324914,0.9999979345710058
-39.319965998299914,0.999997926987989
-39.30996549827491,0.9999979193785712
-39.29996499824991,0.999997911742666
-39.28996449822491,0.9999979040801867
-39.27996399819991,0.9999978963910463
-39.26996349817491,0.9999978886751573
-39.25996299814991,0.9999978809324327
-39.24996249812491,0.9999978731627842
-39.23996199809991,0.9999978653661238
-39.22996149807491,0.9999978575423634
-39.2199609980499,0.9999978496914143
-39.209960498024905,0.9999978418131875
-39.1999599979999,0.9999978339075938
-39.189959497974904,0.9999978259745442
-39.179958997949896,0.9999978180139487
-39.169958497924895,0.9999978100257173
-39.159957997899895,0.9999978020097599
-39.149957497874894,0.999997793965986
-39.13995699784989,0.9999977858943045
-39.12995649782489,0.9999977777946248
-39.11995599779989,0.9999977696668556
-39.10995549777489,0.9999977615109047
-39.09995499774989,0.999997753326681
-39.08995449772488,0.9999977451140917
-39.07995399769989,0.9999977368730444
-39.06995349767488,0.9999977286034466
-39.05995299764989,0.9999977203052053
-39.04995249762488,0.9999977119782273
-39.03995199759988,0.9999977036224188
-39.02995149757488,0.9999976952376858
-39.01995099754988,0.9999976868239345
-39.009950497524876,0.9999976783810706
-38.999949997499876,0.999997669908999
-38.989949497474875,0.9999976614076248
-38.979948997449874,0.9999976528768528
-38.96994849742487,0.9999976443165876
-38.959947997399865,0.9999976357267327
-38.94994749737487,0.9999976271071926
-38.939946997349864,0.9999976184578708
-38.92994649732487,0.9999976097786704
-38.91994599729986,0.9999976010694943
